id,address,description,longitude,latitude
WRZ03N,Białężyce 100 62-300 Września,Na parkingu przy zakładzie Volkswagen,17.51229,52.29898
WRZ04A,Padarewskiego 52 62-300 Września,Przy markecie POLOmarket,17.54572,52.3308
WRZ10M,Lazurowa działka 2169/6 62-300 Września,Parking za Sklepem Polskim,17.54654,52.33206
SVO01M,Ogródkowa 2 62-300 Sokołowo,Market Dino,17.56411,52.34517
WRZ07M,Daszyńskiego 1 62-300 Września,Przy Markcie Aldi.,17.55796,52.32965
WRZ01A,Armii Poznań 6 62-300 Września,Przy markecie POLOmarket,17.56637,52.33432
WRZ04M,Kolejowa 15 62-300 Września,po lewej stronie przy wejściu do Rossmanna,17.56083,52.32484
WRZ02A,Miłosławska 10 62-300 Września,Przy markecie Kaufland,17.56303,52.32172
WRZ03M,Kwidzyńska 7 62-300 Września,Przy sklepie Alkoteka,17.56151,52.31581
WRZ08M,68 Pułku Piechoty 13 62-300 Września,Na parkingu przy Sklepie Polskim,17.56957,52.33152
WRZ09M,3 maja 11B 62-300 Września,Przy Parkingu.,17.56996,52.32309
WRZ01M,Szeroka 66 62-300 Września,Przy sklepie Społem.,17.5737,52.33478
WRZ07A,Objazdowa 10 62-300 Września,Przy Mucha Garage.,17.56645,52.31125
WRZ02N,Szosa Witkowska 1L 62-300 Września,Przy markecie POLOmarket,17.57926,52.32797
WRZ06M,Batorego 2a 62-300 Września,Na parkingu marketu Netto,17.58063,52.3228
XXL01M,Kąkolewo 10A 62-065 Kąkolewo,Przy sklepie Cho no tu,16.2318,52.24793
RAK04M,Rzemieślnicza 47 62-067 Rakoniewice,Obok Cars-Mat,16.27556,52.1449
MLZ01M,Mieleszyn 116 62-212 Mieleszyn,Przy Sklepie ABC,17.50097,52.66663
GNI25M,Zdziechowa 70 62-200 Gniezno,Przy sklepie Żabka.,17.55774,52.58815
GNI22M,Kłeckoska 49 62-200 Gniezno,Przy Myjni Bezdotykowej.,17.57642,52.54206
GNI07N,Kłeckoska 32 62-200 Gniezno,Przy centrum meblowym,17.57966,52.54137
GNI01M,Pałucka 2 62-200 Gniezno,przy Galerii Handlowej Gniezno.,17.61169,52.56078
GNI05N,Czarnieckiego 1J 62-200 Gniezno,Przy budynku mieszkalnym M-DOM,17.58053,52.53538
GNI18M,Kazimierza Wielkiego 17B 62-200 Gniezno,Market Dino,17.60394,52.55232
GNI07M,Gdańska 92B 62-200 Gniezno,Przy sklepie Lidla.,17.60681,52.55393
DMS01M,Grunwaldzka 12A 62-110 Damasławek,Market Dino,17.49807,52.84942
DMS01N,Żnińska 28A 62-110 Damasławek,Stacja paliw Moya,17.50716,52.83798
WPN02M,Solna 1/11 62-120 Wapno,Market Dino,17.47631,52.90501
WPN01M,Solna 32 62-120 Wapno,Przy Mini Markecie od A do Z,17.47121,52.91135
GCZ03M,Karola Libelta 14 62-130 Gołańcz,Przy stacji MOYA,17.3027,52.9395
GCZ02M,Lipowa 10 62-130 Gołańcz,Market Dino,17.30027,52.94078
GNI28M,Poznańska 10 62-200 Gniezno,Market Aldi,17.58262,52.5353
GNI04A,Wrzesińska 6 62-200 Gniezno,Przy myjni bezdotykowej Banieczka,17.59709,52.5265
GNI01ML,Grunwaldzka 2 62-200 Gniezno,Market Dino,17.6,52.51744
GNI03M,Witkowska 18A 62-200 Gniezno,Przy sklepie Społem,17.60074,52.52385
GNI10M,Grunwaldzka 4 62-200 Gniezno,Przy stacji benzynowej HAWA,17.60067,52.51653
GNI02HP,Witkowska 11 62-200 Gniezno,w sklepie Duży Ben,17.60105,52.52532
GNI01HP,Chrobrego 15 62-200 Gniezno,w sklepie Duży Ben,17.60208,52.53382
ZDO01M,Jana Pawła II 8 62-241 Żydowo,Przy stacji Hil-Gaz,17.59163,52.45676
GNI27M,3 maja 7 62-200 Gniezno,Przy SuperSam Sklep Polski,17.6012,52.53704
GNI17M,Lecha 11 62-200 Gniezno,Przy Przedszkolu Sióstr Miłosierdzia.,17.60233,52.53209
GNI12M,Żwirki i Wigury 32 62-200 Gniezno,Stacja paliw MOL,17.60263,52.54378
GNI02A,Sobieskiego 17 62-200 Gniezno,Przy sklepie Carrefour,17.60732,52.53687
GNI06N,Żwirki i Wigury 8 62-200 Gniezno,Stacja paliw Cricle K,17.60782,52.53923
GNI404,Sobieskiego 19 62-200 Gniezno,Stacja paliw Shell,17.60924,52.53742
GNI01APP,Konikowo 10 62-200 Gniezno,Przy Stacji Hil Gaz,17.61193,52.53187
GNI11N,Wolności 42B 62-200 Gniezno,Przy sklepie Chata Polska,17.60803,52.51211
GNI05M,Kawiary 26 62-200 Gniezno,Przy Twoim Markecie.,17.61268,52.5217
GNI08M,Witkowska 103 62-200 Gniezno,Przy salonie urody,17.61247,52.51514
GNI16M,Kawiary 38 62-200 Gniezno,Market Dino,17.61512,52.51947
GNI14M,Leśna 15 62-200 Gniezno,Przy sklepie Małe Delikatesy,17.61837,52.51144
GNI23M,Leśna 1 62-200 Gniezno,Market Dino,17.62127,52.51226
GNI04M,Roosevelta 46 62-200 Gniezno,przy markecie Kaufland.,17.61136,52.53798
GNI06A,Osiedle Jagiellońskie 47 62-200 Gniezno,Przy sklepie Pepco.,17.60461,52.54999
NCO02M,Parkowa 1 62-220 Niechanowo,Przy Markecie Pelikan.,17.6766,52.46546
NCO01M,Gnieźnieńska 3 62-220 Niechanowo,Przy parkingu na ul. Gnieźnieńskiej,17.68728,52.46935
NCO01E,Gnieźnieńska 10 62-220 Niechanowo,Market Dino,17.69015,52.46788
RAK02M,Powstańców Wielkopolskich 41 62-067 Rakoniewice,Prywatna posesja wejście od ul. Garbary,16.27166,52.13966
RAK01M,Krystyny 32 62-067 Rakoniewice,Przy sklepie Polomarket,16.27264,52.13637
RAK03M,Starowolsztyńska 4 62-067 Rakoniewice,Parking przed hurtownią,16.26687,52.13626
WRZ12M,Kosynierów 90/92 62-300 Września,Przy sklepie Społem.,17.58167,52.33407
WRZ02M,Kościuszki 20a 62-300 Września,Przy sklepie Lidl.,17.57982,52.31697
WRZ01N,Piastów 16 62-300 Września,Przy markecie Twój Market,17.58834,52.32232
WRZ13M,Gendka 1 62-300 Września,Przy sklepie Społem,17.59023,52.32557
WRZ05M,Słowackiego 70 62-300 Września,Market Dino,17.59468,52.32412
QCZ01M,Kaliska 49 62-303 Kaczanowo,Przy prywatnej posesji.,17.57874,52.28917
RST01M,Wyzwolenia 3 62-068 Rostarzewo,na parkingu marketu,16.20236,52.13185
YLA01M,Łakie 7A 62-068 Łąkie,Market Dino,16.2295,52.10622
GNI01A,os. Jagiellońskie 43 62-200 Gniezno,Przy Twój Market,17.6069,52.54917
GNI15M,Osiedle Piastowskie 15B 62-200 Gniezno,Przy Polskim Sklepie Krzyś,17.61061,52.5496
GNI19M,Sikorskiego 1 62-200 Gniezno,Przy sklepie spożywczym,17.61785,52.5433
GNI05A,Budowlanych 56 62-200 Gniezno,Przy sklepie Danuśka.,17.62081,52.54159
GNI06M,Roosevelta 56 62-200 Gniezno,Przy sklepie Lidla.,17.61312,52.5382
WELN01M,Os. Słoneczne 3 62-200 Wełnica,Przy prywatnej posesji nr 3,17.64566,52.5609
GNI11M,Roosevelta 96 62-200 Gniezno,Przy sklepie Społem Ziemowit.,17.62068,52.53996
GNI08N,Roosevelta 122 62-200 Gniezno,Na stacji paliw Watis,17.6319,52.54114
GNI03N,Słowackiego 36 62-200 Gniezno,Przy sklepie Bodek,17.61974,52.53721
GNI09N,Fabryczna 9 62-200 Gniezno,Przy salonie meblowym Jubilat,17.62985,52.53697
GCZ01A,Klasztorna 12 62-130 Gołańcz,Przy sklepie spożywczym,17.30413,52.94565
GCZ01M,Walki Młodych 20 62-130 Gołańcz,Przy Poradni Zdrowia SALUS,17.29597,52.94258
GNI02M,Wschodnia 1 62-200 Gniezno,Przy sklepie Społem,17.63579,52.53375
XZD01M,Szczytniki Duchowe 13 62-214 Szczytniki Duchowne,Market Dino,17.66918,52.51869
WIK03M,Radosna 2 62-230 Witkowo,Market Dino,17.76348,52.44298
WIK02N,Jana Pawła II 1A 62-230 Witkowo,Przy tylnej ścianie sklepu Polo Market,17.76976,52.43938
WIK01M,Nowa 2 62-230 Witkowo,Przy Pasażu Handlowym,17.77359,52.44112
WIK02M,Kosynierów Miłosławskich 25 62-230 Witkowo,Przy sklepie Mrówka.,17.77778,52.44185
JWD01M,Jankowo Dolne 50C 62-214 Jankowo Dolne,Market Dino,17.68679,52.55077
MIEL01APP,Strzałkowska 21 62-230 Mielżyn,Market Dino,17.7746,52.37857
PWD01A,Grudnia 47A 62-430 Powidz,Przy sklepie Twój Market,17.91821,52.41748
TRE03M,Parkowa 20 62-240 Trzemeszno,Przy Sklepie Milcia.,17.81525,52.55246
TRE02N,Langiewicza 1 62-240 Trzemeszno,Przy markecie Twój Market,17.82272,52.56002
GEW01M,Roweckiego 7 62-402 Giewartów,Przy Twoim Markecie.,17.94988,52.37744
STZ02M,Rolnicza 3B 62-420 Strzałkowo,Przy Markecie Bajaderka.,17.81829,52.31704
TRE01N,22 Stycznia 2 62-240 Trzemeszno,Przy markecie Twój Market,17.82589,52.5633
TRE02M,Toruńska 1E 62-240 Trzemeszno,Przy drogerii Rossmann,17.82899,52.56259
STZ01M,Górna 11a 11A 62-420 Strzałkowo,Przy sklepie Lewiatan.,17.81281,52.31573
STZ01N,Andrzejewskiego 22 62-420 Strzałkowo,Przy kortach tenisowych,17.81543,52.31221
STZ05M,Wyszyńskiego 41A 62-420 Strzałkowo,Polo Market,17.81265,52.31139
STZ04M,Paruszewska 1 62-420 Strzałkowo,Przy Magazynie T-mobile.,17.80983,52.30932
STZ03M,Wyszyńskiego 3 62-420 Strzałkowo,Przy stacji benzynowej Watis.,17.82563,52.30715
PIOT01G,Droga Słomczycka 1 62-400 Piotrowice,Stacja Watis.,17.88484,52.30914
SLP03M,Traugutta 61 62-400 Słupca,Market Dino,17.87891,52.30212
SLP01A,Pileckiego 28 62-400 Słupca,Przy sklepie Lidl,17.87057,52.29705
SLP04M,Piastów 1 62-400 Słupca,Na parkingu przy stacji paliw WATIS,17.86038,52.29215
SLP03N,Rotmistrza Witolda Pileckiego 6 62-400 Słupca,Lokalizacja przy markecie Bricomarche.,17.87456,52.29622
SLP01M,Niepodległości 5 62-400 Słupca,Przy Czerwonej Torebce.,17.87468,52.29442
SLP02N,Kopernika 7 62-400 Słupca,Przy centrum handlowym QM,17.86701,52.29021
SLP01N,Pułaskiego 6 62-400 Słupca,Przy markecie Twój Market,17.86976,52.28961
SLP05M,Konopnickiej 20 62-400 Słupca,Przy Polskim Sklepie.,17.88103,52.29448
OTE01N,Szkolna 1 62-402 Ostrowite,Przy Twoim Markecie.,18.04577,52.3803
BKL01M,Szkolna 6 62-541 Budzisław Kościelny,Przy Twoim Markecie.,18.08089,52.43737
BKL01N,Kleczewska 8 62-541 Budzisław Kościelny,Lokalizacja przy sklepie Lewiatan.,18.08505,52.43478
MLD01M,Młodejewo 3 62-400 Młodojewo,Przy Polskim Sklepie Anna Maria.,17.93663,52.31146
ORC01M,Wyzwolenia 10 62-436 Orchowo,Market Dino,18.01553,52.50728
ORC01G,Wyzwolenia 1 62-436 Orchowo,Przy Twoim Markecie,18.0164,52.50808
DSO01G,Dobrosołowo 53 62-543 Dobrosołowo,Przy Twoim Markecie.,18.06661,52.33847
NIEW01M,Niewolno 15 62-240 Niewolno,Przy Sklepie Spożywczym.,17.81674,52.57485
GRQB01M,Grobla 82 62-400 Grobla,Market Dino,17.89734,52.28534
SLP02M,Kleczewska 1A 62-400 Słupca,Przy Twoim Markecie,17.89107,52.28315
SQL01M,Bohaterów II Wojny Światowej 18A 62-305 Sokolniki,Market Dino,17.70357,52.25335
CZX01M,Słupecka 1A 62-404 Ciążeń,Market Dino,17.81301,52.21212
CZX01F,Wiosny Ludów 1 62-404 Ciążeń,Przy sklepie Twój Market,17.82476,52.21004
CNZ01M,Cienin Zaborny 50 62-400 Cienin Zaborny,Market Dino,17.97013,52.25432
LAD01A,Pyzderska 7 62-406 Lądek,Przy sklepie Delikatesy Centrum.,17.92795,52.20924
CNK01M,Cienin Kościelny 55a 62-400 Cienin Kościelny,Przy Delikatesach Centrum.,18.00801,52.26434
LAD01M,Rynek 12 62-406 Lądek,Przy Sklepie Bajka.,17.93037,52.20951
KLC02M,Okrzei 13 62-540 Kleczew,Przy Twoim Markecie.,18.17662,52.36898
KLC02N,11 listopada 5A 62-540 Kleczew,Przy sklepie POLOmarket,18.18427,52.36527
KLC01M,3 Maja 2 62-540 Kleczew,Przy Twoim Markecie,18.18599,52.36333
KBI01N,Zawadzkiego 12A 62-530 Kazimierz Biskupi,Przy markecie Twój Market,18.15966,52.3126
KBI02N,Klasztorna 2 62-530 Kazimierz Biskupi,Lokalizacja przy piekarni Feniks,18.16405,52.31059
KBI01M,Jodłowa 1 62-530 Kazimierz Biskupi,Przy Chacie Polskiej,18.15817,52.30349
ADAM01N,Adamów 45 62-590 Adamów,Sklep ABC,18.08788,52.26299
WIC01A,Wilczogóra 155B 62-550 Wilczyn,Stacja paliw Huzar,18.16599,52.47782
WIC03M,Strzelińska 12B 62-550 Wilczyn,Przy Twoim Markecie,18.1652,52.48601
GLN01M,Piaskowa 21 62-590 Golina,Przy sklepie spożywczym GS Tęcza,18.0955,52.24646
GLN03M,Kopernika 1 62-590 Golina,Przy Markecie Oliwka,18.09015,52.24544
GLN01APP,Poniatowskiego 67 62-590 Golina,Polo Market,18.10477,52.24325
GLN02M,1 Maja 52a 62-590 Golina,Przy myjni bezdotykowej.,18.10665,52.24226
KVE01M,Kawnice 19 62-590 Kawnice,Przy Lewiatanie.,18.14903,52.24359
WLAD01M,Władzimirów 28 62-530 Władzimirów,Przy sklepie spożywczym,18.21501,52.27972
SOKO01APP,Sokółki 54 62-530 Sokółki,"Na prywatnej posesji, przy szkolnym parkingu",18.206,52.26241
WWV01M,Królewska 12 62-590 Węglew,Na parkingu przy sklepie Karolinka,18.16517,52.23542
KLK01A,Wrzesińska 41 62-306 Kołaczkowo,Przy salonie Jubilerskim,17.62979,52.21543
KLK01M,Wrzesińska 38a 62-306 Kołaczkowo,Market Dino,17.62754,52.21585
BORZ01M,Wrzesińska 101 62-307 Borzykowo,przy parkingu sklepu meblowego,17.66263,52.19603
PDR01M,Wrzesińska 19 62-310 Pyzdry,Parking na tyłach POLOmarketu,17.6869,52.17241
PDR02M,Szybska 12 62-310 Pyzdry,Przy Polskim sklepie,17.68235,52.16961
ZGR03M,Pyzderska 6A 62-410 Zagórów,Przy Aptece Familijnej.,17.89327,52.16892
ZGR02M,Berdychów 62 62-410 Zagórów,Przy Kwiaciarni Marcinek,17.88702,52.16274
ZGR01M,Próżna 2 62-410 Zagórów,Przy Twoim Markecie.,17.8981,52.16728
ZGR02N,Konińska 74 62-410 Zagórów,Przy Gminnej Spółdzielni Samopomoc Chłopska,17.91153,52.16845
KOPO01M,Kopojno 32 62-410 Kopojno,Przy sklepie spożywczym na terenie OSP,17.98932,52.16586
TRAB01M,Trąbczyn 53 62-410 Trąbczyn,Przy OSP,17.95685,52.14205
RZX02M,Zagórowska 15 62-586 Rzgów,Przy Magazynie.,18.04471,52.15056
RZX01G,Konińska 19E 62-586 Rzgów,Przy sklepie Groszek,18.05399,52.15579
RZX03M,Konińska 14 62-586 Rzgów,Market Dino,18.05451,52.15537
SLE02N,Kleczewska 33 62-561 Ślesin,Przy stacji benzynowej Watis,18.29289,52.37138
SLE01M,Kleczewska 12B 62-561 Ślesin,Przy Twoim Markecie.,18.30447,52.37076
SLE03M,Krótka 1 62-561 Ślesin,Na parkingu przy Domie Handlowym Jubilat,18.30578,52.36642
KON14M,Ślesińska 7A 62-510 Konin,Market Dino,18.26196,52.30782
SLE02M,Kościelna 63 62-561 Ślesin,Przy Twoim Markecie.,18.30827,52.37935
KON08M,Łężyńska 6 62-510 Konin,Przy Twoim Markecie.,18.29053,52.31692
KON10N,Muzealna 7 62-510 Konin,Przy sklepie Lewiatan,18.25707,52.28925
KON21M,Gosławicka 1 62-510 Konin,Przy Polskim Sklepie.,18.26467,52.29091
WXAS01APP,Wola Łaszczowa 36a 62-530 Wola Łaszczowa,Przy prywatnej posesji nr 36A,18.22545,52.26429
PSD01M,Matejki 10d 10D 62-530 Posada,Przy Twoim Markecie,18.22726,52.25817
LHS02M,Konińska 46 62-563 Licheń Stary,Przy OSP.,18.35457,52.31515
KON17M,Poznańska 190 62-500 Konin,Przy Stacji Benzynowej Polmax.,18.20037,52.23403
KON02APP,Półwiejska 1 62-510 Konin,Przy Piekarni Dalen,18.24632,52.24505
KON851,Poznańska 176 62-510 Konin,Przy markecie Intermarche,18.21106,52.2331
KON07M,Poznańska 83 62-510 Konin,Przy sklepie Lidla.,18.21118,52.232
KON02A,Poznańska 81 62-510 Konin,PoloMarket,18.21305,52.23175
RZX01M,Sławsk 135 62-586 Rzgów,Market Dino,18.13899,52.1977
SSQ01M,Konińska 32 62-585 Sławsk,Przy sklepie SPAR,18.15641,52.1987
OSIP01M,Osiecza 35 62-585 Osiecza Pierwsza,Przy sklepie spożywczym,18.1108,52.18627
KON19M,Spółdzielców 11 62-500 Konin,Przy Stacji Benzynowej Watis,18.23163,52.23158
SKU01N,Konińska 26 62-560 Skulsk,Przy sklepie POLOmarket,18.33034,52.47826
SKU01M,Konińska 45 62-560 Skulsk,Przy Stacji Benzynowej PETROMOT.,18.33139,52.4747
SKU02M,Konińska 4 62-560 Skulsk,Przy Twoim Markecie.,18.33103,52.48088
POSO01M,Błękitna 2 62-504 Posoka,Market Dino,18.21173,52.20242
KON05N,Hurtowa 2 62-510 Konin,Przy Hurtowni Papierniczej Frapo,18.23598,52.23096
KON01G,Spółdzielców 6 62-510 Konin,Przy markecie Kaufland,18.24071,52.23135
KON05M,Kleczewska 26 62-510 Konin,Przy sklepie Lidla,18.24827,52.23749
KON06N,Dąbrowskiej 6A 62-500 Konin,Na parkingu przy piekarni Jaśmin,18.23151,52.20714
KON05A,Przemysłowa 124B 62-510 Konin,Przy sklepie meblowym Alex,18.27037,52.24687
KON12M,Szymanowskiego 1 62-510 Konin,Przy sklepie Żabka.,18.2493,52.23614
KON03N,Wieniawskiego 9 62-510 Konin,Przy markecie POLOmarket,18.25365,52.23415
KON07N,Paderewskiego 8 62-510 Konin,Na parkingu Galerii Nad Jeziorem,18.262,52.23738
KON11M,Fryderyka Chopina 24a 62-510 Konin,Przy Twoim Markecie,18.25895,52.23153
KON01M,Torowa 2B 62-510 Konin,Lokalizacja przy sklepie POLO POLO,18.26121,52.23097
KON11N,Torowa 26 62-510 Konin,Przy myjni samochodowej,18.26911,52.23604
MIO02M,Niepodległości 9A 62-320 Miłosław,Przy sklepie spożywczym,17.49361,52.20395
MIO01M,os. Władysława Łokietka 18 62-320 Miłosław,Przy sklepie Lewiatan,17.48316,52.2072
MIO01A,Poznańska 10 62-320 Miłosław,parking przy sklepie ogrodniczym,17.482,52.19969
OCH01N,Miłosławska 8 62-322 Orzechowo,Przy sklepie Lewiatan,17.48027,52.12825
OCH02M,Miłosławska 2 62-322 Orzechowo,Market Dino,17.48068,52.12797
BXSK01M,Biskupice 59 62-580 Biskupice,Przy OSP,18.01106,52.09479
KKV01M,Królików 16B 62-580 Królików,Przy sklepie ABC,18.01245,52.05237
GRI01M,Główna 53 62-580 Grodziec,Market Dino,18.04774,52.04108
GRI02M,Zwierzyniecka 3 62-580 Grodziec,Przy myjni 24h.,18.05156,52.03882
GRI03M,Wiejska 27 62-580 Grodziec,przy sklepie Lewiatan,18.05964,52.04063
MKRO01M,Modła Królewska 32A 62-571 Modła Królewska,Przy sklepie PSS Społem,18.20896,52.15522
SMT01N,Topolowa 16A 62-571 Stare Miasto,Lokalizacja przy markecie Adria.,18.20956,52.17748
SMT01M,Szkolna 20c 62-571 Stare Miasto,Przy sklepie odzieżowym Fala.,18.20977,52.18358
RYC01M,Sportowa 2 62-570 Rychwał,Przy sklepie Twój Market,18.16698,52.07171
SMT01A,Olchowa 1 62-571 Stare Miasto,Przy markecie POLOmarket,18.21785,52.18158
LHS01M,Konińska 1Ł 62-563 Licheń Stary,Przy stacji Lotos,18.35734,52.30381
LUQ01M,Poprzeczna 1 62-610 Lubstów,Sklep Spożywczy,18.47648,52.34393
SOM02M,11 listopada 66 62-610 Sompolno,Przy Stacji Promet.,18.48342,52.39172
SOM01N,11 Listopada 2a 62-610 Sompolno,Przy markecie POLOmarket,18.50009,52.38856
IZL01A,Centralna 79 62-510 Izabelin,Na parkingu sklepu Tęcza,18.34373,52.24878
SOM01M,Warszawska 56 62-610 Sompolno,Market Dino,18.51228,52.38796
KON01HP,Zakole 4 62-510 Konin,w sklepie Duży Ben,18.27837,52.23327
KON02N,Zakole 2A 62-510 Konin,Przy markecie Twój Market,18.27807,52.23291
KON04N,Sosnowa 9 62-510 Konin,Przy Polo Markecie.,18.28042,52.23357
KON18M,11 listopada 27 62-500 Konin,Przy Pawilonie Handlowym,18.27517,52.23113
KON16M,Wyszyńskiego 28b 62-510 Konin,Przy Pawilonie Handlowym.,18.26658,52.22861
KRM01M,Konińska 1 62-511 Kramsk,Market Dino,18.42762,52.27152
KRM01N,Konińska 22 62-511 Kramsk,Przy markecie Twój Market,18.42427,52.26608
KKP01M,Wojska Polskiego 1 62-511 Kramsk,Przy Ekologicznym Warzywniaku.,18.42814,52.26508
DEI01M,Dębicz 49 62-511 Dębicz,Przy Polomarkecie,18.42162,52.26076
WPL01G,Licheńska 2 62-510 Wola Podłężna,Stacja paliw Watis,18.3312,52.23339
WPL01M,Licheńska 66 62-510 Wola Podłężna,Przy Agencji Reklamowej,18.32914,52.23205
KON09M,Jana Pawła II 79D 62-510 Konin,Przy sklepie Lewiatan.,18.31564,52.23265
KON04A,Adama Mickiewicza 8 62-500 Konin,Przy sklepie Lewiatan,18.25183,52.21095
KON03M,Piłsudskiego 16A 62-500 Konin,Lokalizacja przy sklepie Chata Polska.,18.23435,52.19892
KON04M,3 Maja 56 62-500 Konin,Przy głównym wejściu do Lidla.,18.25291,52.20746
KON01F,Wyszyńskiego 36A 62-510 Konin,Przy sklepie odzieżowym Atrakcja,18.27496,52.22792
KON06M,Jana Pawła II 1D 62-510 Konin,Przy sklepie Lidla.,18.28711,52.23058
KON13M,Szpitalna 54 62-500 Konin,Przy stacji Lotos,18.23338,52.19202
KON01APP,Orląt Lwowskich 4 62-500 Konin,Market Dino,18.24095,52.19637
KON01A,Szpitalna 12 62-500 Konin,Przy markecie POLOmarket,18.24488,52.20166
WBI01M,Wierzbinek 35 62-619 Wierzbinek,Przy sklepie GS.,18.50808,52.44349
SAL01M,Sadlno 112 62-619 Sadlno,Przy Twoim Markecie.,18.50828,52.43941
KON10M,Solna 69 62-500 Konin,Przy parkingu,18.2591,52.19819
KON22M,Świętojańska 32 62-500 Konin,Przy Markecie SPAR.,18.26392,52.19059
ZHL01M,Cisowa 1 62-571 Żychlin,Przy Ochotniczej Straży Pożarnej,18.26023,52.17998
KON06A,Studzienna 6 62-500 Konin,Przy sklepie Lewiatan,18.27799,52.20119
RYC01A,Kaliska 17 62-570 Rychwał,Na parkingu marketu Biedronka,18.16445,52.06758
ZKO01N,Zbiersk 116 62-830 Zbiersk,przy sklepie spożywczym,18.13322,51.95376
ZCU01M,Zbiersk-Cukrownia 65 62-830 Zbiersk-Cukrownia,parking przy sklepie,18.14,51.9514
SAY01M,Szosa Konińska 1B 62-820 Stawiszyn,Przy budynku usługowym,18.11453,51.92163
SAY01N,Szosa Pleszewska 2A 62-820 Stawiszyn,za sklepem spożywczym,18.10846,51.91548
LVI01M,Konińska 2 62-571 Lisiec Wielki,Market Dino,18.2376,52.12463
ZHL02M,Parkowa 6A 62-571 Żychlin,Market Dino,18.2671,52.17676
ZYC03M,Osiedle Słoneczne 77 62-571 Żychlin,Przy Markecie VEA,18.27124,52.17811
ZZR01M,Poziomkowa 2A 62-571 Żdżary,Market Dino,18.28534,52.14091
BZX01M,Konińska 18 62-513 Brzeźno,Przy Chacie Polskiej,18.30435,52.19616
BZX02M,Główna 28 62-513 Brzeźno,parking przy sklepie,18.31162,52.19209
TUL02N,Walki Młodych 9 62-740 Tuliszków,Przy sklepie Lewiatan,18.28656,52.07862
TUL01M,Zaremby 8 62-740 Tuliszków,Przy parkingu.,18.2986,52.07856
TUL03N,Zaremby 27E 62-740 Tuliszków,Przy sklepie PoloMarket,18.2967,52.08389
DSS01M,Dęby Szlacheckie 62-613 Dęby Szlacheckie,Przy OSP.,18.60485,52.29305
OIM01M,Żeromskiego 2 62-613 Osiek Mały,w linii płotu,18.59863,52.27468
BBK01M,Sezamowa 2 62-620 Babiak,Przy Twoim Markecie.,18.66261,52.34549
BBK01A,Sosnowa 3 62-620 Babiak,Przy sklepie spożywczym,18.66768,52.34544
MYE01M,Młynek 41 62-600 Młynek,Przy Sklepie Spożywczym,18.5831,52.23776
OWE01M,Osiek Wielki 130A 62-613 Osiek Wielki,Przy Kwiaciarni u Edyty,18.60265,52.24259
KYM01M,Główna 9 62-513 Krzymów,Lokalizacja przy Twoim Markecie.,18.43857,52.19553
MYI01M,Mycielin 46F 62-831 Mycielin,Market Dino,18.24018,51.95214
PET01M,Piętno 5A 62-740 Piętno,Przy sklepie Piętnuś.,18.35263,52.01787
XKW01M,Korzeniew 112 62-831 Korzeniew,Przy Polskim Sklepie,18.21632,51.94531
KOSX01M,Kościelec 13 62-831 Kościelec,parking przy sklepie,18.21092,51.90686
BDL01N,Blizanów Drugi 5a 62-814 Blizanów Drugi,Przy budynku Gminnego Ośrodka Kultury,18.01109,51.90323
JDU01M,Janków Drugi 1B 62-814 Janków Drugi,Market Dino,17.98637,51.90657
ZLX01M,Żelazków 120C 62-817 Żelazków,Market Dino,18.18053,51.85279
RSS01M,Russów 66 62-817 Russów,Parking przy sklepie ODiDO,18.09406,51.84208
CKO01M,Ceków 15A 62-834 Ceków,Market Dino,18.29905,51.89318
CKL01M,Ceków Kolonia 11 62-834 Ceków-Kolonia,Przy Piekarni U Bartnika.,18.29741,51.89048
KQA01M,Kokanin 71A 62-817 Kokanin,Market Dino,18.09465,51.81116
POV01M,Piotrów 14 62-812 Piotrów,Przy sklepie spożywczym,18.05424,51.81339
XMN01M,Kamień 2A 62-834 Kamień,Market Dino,18.22816,51.82158
PVK01M,Pawłówek 9c 62-800 Pawłówek,parking stacji Moya,18.08186,51.79087
PUZ01M,Pruszków 84 62-800 Pruszków,Przy wjeżdzie na posesję,18.04059,51.79227
XDB01M,Dębe 26A 62-817 Dębe,Przed sklepem spożywczym,18.19621,51.7955
WZY01M,Konińska 2 62-710 Wyszyna,Przy sklepie spożywczym.,18.3995,52.13597
GYS01M,Plac Wolności 1 62-740 Grzymiszew,Przy sklepie Centrum Grzymiszew.,18.36971,52.04345
CLI01M,Chylin 86C 62-710 Chylin,Przy Chacie Polskiej.,18.43525,52.11747
PUV01M,Piorunów 13 62-710 Piorunów,Market Dino,18.43166,52.13622
WLD01N,Jagiellońska 1A 62-710 Władysławów,Przy markecie POLOmarket,18.46863,52.10057
SQK01M,Słodków Kolonia 41a 62-700 Słodków-Kolonia,Przy Markecie Wietrzyk.,18.45054,52.01692
RCE01M,Russocice 61B 62-710 Russocice,Przy sklepie Lewiatan.,18.47671,52.10558
KUNY01M,Kuny 124 62-710 Kuny,Lewiatan Kuny,18.43916,52.15693
WRZW01M,Wrząca Wielka 104B 62-600 Wrząca Wielka,Market Dino,18.67746,52.26153
KOO02M,Kolejowa 19A 62-600 Koło,Przy bocznej ścianie.,18.63102,52.21081
KOO08M,Składowa 1B 62-600 Koło,Market Dino,18.63016,52.21082
KOO09M,Toruńska 134A 62-600 Koło,PSB Franspol,18.62136,52.20823
